ID,Name,NetWorth_Billions,x,y,z,vx,vy,vz,industries,connections,hue color value
631,Robert Rich Jr,5.537570285,-1.7598288,1.3043813,-0.31120855,-0.0010564905503054496,-0.010777010505755165,0.0,food/beverages,2812/1648,0.431557
632,Yan Junjie,5.537570285,0.8318509,0.77192676,-0.6708104,-0.0026441285125406847,-0.021387803841428528,0.0,ai/software,224/815/3037/2688,1.2647958
633,Marcos Galperin,5.537570285,-1.6938756,0.8719145,-0.0018656403,0.0009702905734664255,-0.03047486288692498,0.0,e-commerce/retail,65/86/234,0.59320146
634,H. Ross Perot Jr,5.537570285,-1.1742493,0.71279716,-0.39685595,-0.005946006901429519,-0.015123944211639765,0.0,real estate,1111/721,1.6829958
635,Peggy Cherng,5.537570285,-0.56498337,0.7766855,-0.49255222,-0.012409562923506893,-0.012234483719669504,0.0,food/beverages,636/1609/1666,0.431557
636,Andrew Cherng,5.537570285,-0.5108228,0.7801159,-0.60141945,0.0,0.0,0.0,food/beverages,,0.431557
637,John Brown,5.537570285,-0.6984999,0.9063761,-0.083677955,-0.015270579125785005,0.00827604430685487,0.0,healthcare/pharmaceuticals,902/582,1.4115231
638,Dietmar Hopp & family,5.537570285,-0.22349282,1.1542368,1.6130106,0.0017404680762464892,-0.020468195019980165,0.0,software/cloud,251/2759/1323/3167,1.5939332
639,Peter Gilgan,5.452376896,-0.6162859,0.43265045,0.16040626,0.00025289671533528093,-0.0171923008898461,0.0,Homebuilding,1963/2236/1653/1874/1870,0.89451563
640,Fatih Ozmen,5.452376896,-0.56629884,0.46616966,-0.22887501,0.004443718573884365,-0.014897944462412695,0.0,Aerospace,600/2120,1.9513885
641,Hsieh Wen-Ta,5.452376896,1.3088307,0.34299254,-0.3150554,0.010680337687872032,0.037491532034891216,-0.0,semiconductors/hardware,656/2575/50/6/1577/1559,1.2610606
642,Arnon Milchan,5.452376896,-1.0125451,0.5078275,-0.20878269,0.0032219380782306357,-0.023333388620111133,0.0,Movie making,508/130,0.4100144
643,Renate Reimann-Haas,5.452376896,0.44137883,1.7094926,1.0960805,-0.02072042551724477,0.0021771016888380364,0.0,Consumer goods,644/645/646,1.9271252
644,Matthias Reimann-Andersen,5.452376896,0.7568081,1.3461195,1.4598889,0.006341283521095521,0.019846005358366507,-0.0,Consumer goods,643/645/646,1.9271252
645,Stefan Reimann-Andersen,5.452376896,0.41658846,1.3205713,1.5568672,0.020832411245642255,0.00029401882876376286,-0.0,Consumer goods,644/643/646,1.9271252
646,Wolfgang Reimann,5.452376896,0.043964773,1.4455613,1.5037594,0.000554771380755146,-0.020827098551990497,0.0,Consumer goods,644/643/645,1.9271252
647,Satyanarayan Nuwal,5.452376896,1.8555809,0.5149093,0.27135223,0.011106416622516317,0.0017286961090215436,-0.0,social media,984/647,0.8246172
648,Christiane Schoeller,5.452376896,0.15403363,1.2580279,0.70374686,-0.017744785266240806,0.009398801782429708,0.0,Publishing,935/1011/2092/649,1.1871862
649,Stefan von Holtzbrinck,5.452376896,-0.22308479,0.93777466,1.1349292,0.0019568386527524587,-0.022322183489092283,0.0,Publishing,935/571/648/1011/2092,1.1871862
650,Franz Viegener,5.367183507,-0.16322485,0.805197,1.0670729,0.0004561749578064338,-0.01350591537225827,0.0,plumbing/HVAC,653,0.67602116
651,Thomas Kaeser,5.367183507,0.18824482,1.5884943,0.91046333,0.0,0.0,0.0,ai/software,,1.2647958
652,Jack Dorsey,5.367183507,-1.1322367,0.74053586,-1.2444248,-0.010961466851674663,0.00822870940332613,0.0,social media,2161/1513/2378,0.8246172
653,Anna Viegener,5.367183507,0.40476382,0.82438135,0.96419847,-0.0004561749578064311,0.01350591537225827,0.0,plumbing/HVAC,650,0.67602116
654,Stefano Pessina,5.367183507,0.016245708,0.8773224,0.97596335,0.00770698268129587,0.027947623113881548,-0.0,retail,359/125/2261/87,0.59320146
655,Liu Yonghao & family,5.367183507,0.8875567,0.60630983,-0.49532878,0.006613111688274288,-0.018615480228304362,0.0,Agribusiness,2823/407/1132/1693,0.9669446
656,Chen Weiliang,5.367183507,-0.95990413,0.94074154,-0.22834557,0.0,0.0,0.0,semiconductors/hardware,,1.2610606
657,Clifford Asness,5.367183507,-0.95097977,0.6536793,0.45212945,-0.008158587504483485,0.019911426626265473,0.0,Money management,229/451,1.5577363
658,Liu Jincheng & family,5.367183507,1.5971731,0.23982772,-1.107197,0.026601376678485163,0.017108836201922408,-0.0,batteries/energy storage,656/103/2813/2049/53/206,0.76219267
659,Patrizio Vinciarelli,5.367183507,-0.56480426,0.6587226,0.3872809,0.001260779489861179,-0.016134174596043837,0.0,electronic components,2968/3321/1179/2042/2587,1.081062
660,Steve Lavin & family,5.367183507,-1.1432989,1.7973204,-0.39365247,-0.011550670412327605,-0.008046948226180708,0.0,Meat processing,3007/3342/1221/3008,1.1193657
661,Robert Bass,5.281990118,-0.8212366,0.43638176,0.07289217,-0.01173654996374151,0.008395701593009876,0.0,investment/finance/energy/oil and gas,1432/1006,1.5244248
662,Richard Li,5.281990118,1.3784637,0.28724766,-0.3010026,0.010476846646638309,0.037360778118560624,-0.0,telecom,235/20/13/2689,0.37299705
663,Mark Meijer & family,5.281990118,-1.4001873,0.9978803,-0.051869996,-0.0032416852678458364,-0.023405038824334652,0.0,retail,293/2003/667/666/1380,0.59320146
664,James Chambers,5.281990118,0.21854441,0.4911239,0.4087616,-0.0029486564049154263,0.023989379607614637,0.0,automotive/media/entertainment,367/374/668/665,0.471399
665,Margaretta Taylor,5.281990118,-0.5429736,0.33793297,0.13847381,0.01077235956963547,-0.021636570381069375,0.0,automotive/media/entertainment,367/664/374/668,0.471399
666,Hank Meijer & family,5.281990118,-1.0663972,1.3591943,-0.100084715,-0.014951536153837566,-0.013638369935206722,0.0,retail,2003/667/1380/663,0.59320146
667,Doug Meijer & family,5.281990118,-1.421437,0.9984681,-0.33884817,-0.002420334079952047,-0.020092176357738974,0.0,retail,2003/666/1380/663,0.59320146
668,Katharine Rayner,5.281990118,-0.4862861,0.42359072,0.07317591,-0.0015419266850501565,-0.024120683461511114,0.0,automotive/media/entertainment,367/664/374/665,0.471399
669,Huang Li,5.281990118,0.8808307,0.79511815,-0.44450635,0.0,0.0,0.0,Imaging systems,,0.9159992
670,Donald Trump,5.281990118,-1.290244,0.5500357,0.14981426,0.0034329991286804777,-0.01553230719539473,0.0,real estate,3368/1111/998,1.6829958
671,Gwendolyn Sontheim Meyer,5.281990118,-1.4877987,1.3275937,0.082857445,-0.022156080213313667,0.0018405331511888946,0.0,Cargill,1586/1587/751/344/1588,0.439058
672,Ma Jianrong,5.196796729,0.7055886,0.69217867,-0.98600316,0.0,0.0,0.0,social media/luxury/fashion/retail,,0.3671407
673,Rahul Bhatia,5.196796729,0.16819312,0.8904209,0.7129357,-0.007137230746464587,0.01021943743325183,0.0,Aviation,811,0.36850178
674,Andrew Currie,5.196796729,-0.70930815,0.5769958,-0.16185951,-0.00404245264135176,-0.026844269479632733,0.0,Chemicals,123/153/1881/2735/1212,1.6866118
675,Marina Budiman,5.196796729,1.1695427,0.10572493,-0.6415218,-0.013993338516143518,0.017827177976787734,0.0,Data centers,285/1077/416/3088,1.5804305
676,Mitchell Morgan & family,5.196796729,0.121380135,0.9914848,1.0212691,-0.021595345970344744,-0.011891159749195405,0.0,real estate,114/1111/1966/1266,1.6829958
677,Lutz Mario Helmig & family,5.196796729,-0.10365617,1.5151355,1.4491557,-0.002100602536824138,-0.013827709532405455,0.0,healthcare,587,2.0075605
678,John Reece,5.196796729,-0.8570991,0.40586674,-0.073657125,0.0010123163895925796,-0.027128056376749064,0.0,Chemicals,123/153/1881/2735/1212,1.6866118
679,Charles B. Johnson,5.196796729,-1.4937615,0.66446865,0.46356475,0.0,0.0,0.0,Franklin Templeton,,1.5464416
680,Yasumitsu Shigeta,5.196796729,0.7374074,1.8417633,-1.2315614,-0.005027421798700002,-0.004910368216956628,0.0,ai/software/retail,2235,1.2647958
681,Bill Haslam,5.11160334,-0.84358764,1.2011069,0.5903462,-0.011704171473834566,0.01753353014577058,0.0,energy/oil and gas,1363/1360/326/1362,1.2296851
682,Robert Hale Jr,5.11160334,-0.9834063,0.61618143,0.35910073,0.00951844157215398,-0.03419900493658369,0.0,telecom,15/1747/758/1956/227,0.37299705
683,John A. Sobrato & family,5.11160334,-1.2042584,0.82846576,-0.21950316,-0.013531558232823272,-0.020632538107756178,0.0,real estate,114/1111/1966/1244,1.6829958
684,Mark Cuban,5.11160334,-1.5881165,1.5057745,0.1497836,0.00676383142889364,-0.004121503899585129,0.0,media/entertainment,1807,1.8096282
685,Richard Liu,5.11160334,1.4511441,0.16308832,-1.3529968,0.009219364918726733,0.018522109399604126,-0.0,e-commerce/retail,1404/1462/239,0.59320146
686,Benu Gopal Bangur,5.11160334,1.5236362,0.7131482,0.4149179,-0.009659428632034558,0.02371524757834054,0.0,construction/materials,308/94/2963,0.8420775
687,Matthew Prince,5.11160334,-1.0441246,1.3334684,-0.960794,-0.014323435483878676,0.013958930369238357,0.0,Cybersecurity,448/581/1924,1.5822897
688,Emanuele (Lino) Saputo & family,5.11160334,-0.56794095,0.40530235,0.35045075,0.011438053142831991,-0.02383139093361067,0.0,Cheese,104/405/404,0.5371146
689,Mikhail Lomtadze,5.11160334,0.6900493,0.6280026,-0.028370917,-0.006527566969222105,0.021221521490715392,0.0,Fintech,228/1770/478,1.8876406
690,Annette Lerner & family,5.11160334,-1.1347424,0.7460582,0.44037127,-0.012733546399196176,-0.021109605488006826,0.0,real estate,114/1111/1966/1266,1.6829958
691,Arkady Volozh,5.11160334,0.55329555,2.1385899,0.2807119,-0.020835204944376427,-0.0024299060406716352,0.0,Search engine,716/1678/362/2163,1.9496596
692,Jeffrey Koo Jr,5.11160334,1.0317259,0.29804108,-1.1204726,0.009215660470204829,0.01737948825117558,-0.0,finance,498/414,1.5244248
693,Andrew Karam,5.11160334,-1.528462,0.9730437,-0.9954608,-0.009024710940824876,-0.024370897958256848,0.0,Advertising technology,1471/158/1127/575/400,1.7455251
694,Cai Haoyu,5.11160334,1.213018,1.4621255,-1.3045547,-0.0036817944915346155,-0.00400784851183294,0.0,Mobile games,2994,1.2675356
695,William Goldring & family,5.11160334,-0.65338784,0.41245773,-0.22903715,-0.00018566355567032467,-0.01901162396567022,0.0,Liquor,1714/1625/1459/1174/1413,1.2380048
696,Xu Jinfu & family,5.11160334,0.7646071,0.19535106,-0.4557114,0.024186186412405806,0.0033371789201004955,-0.0,Chemicals,1319/123/1881/2735/1212,1.6866118
697,Giuseppe De'Longhi & family,5.11160334,0.40563828,0.6575002,0.7447636,0.0,0.0,0.0,Coffee makers,,1.6915107
698,Alain Merieux & family,5.11160334,-0.16115141,0.57794476,0.5765096,0.006816218005834138,-0.02270013109519012,0.0,healthcare/pharmaceuticals,1946/433/439/1947/438,1.4115231
699,Sky Xu,5.11160334,1.4498495,0.31279117,-1.243645,0.030923649476493436,0.007088146831096957,-0.0,e-commerce/retail,65/86/234/685/443,0.59320146
700,Shari Arison,5.11160334,-0.42922154,0.34330115,0.25486848,0.011873294771156324,0.010996637034528797,-0.0,Carnival Cruises,356,1.6760454
701,Jiang Weiping & family,5.11160334,0.82067233,0.3264591,-0.17689274,0.00987721202818317,0.022328212173631817,-0.0,Chemicals,1319/123/1881/2735/1212,1.6866118
702,Lin Lairong & family,5.11160334,0.5849159,0.42701328,-0.19101073,0.0,0.0,0.0,mining/materials,,0.8420775
703,Alex Behring,5.11160334,-0.8674556,0.4290752,0.2724921,0.01194893013948733,-0.022648191930752643,0.0,investment/finance,630/138/389/1475,1.5244248
704,Zhang Yong,5.026409951,-0.101064354,1.0180846,0.5795902,0.0,0.0,0.0,food/beverages,,0.431557
705,Vladimir Kim,5.026409951,0.9822177,0.8357872,0.6067465,-0.02444621470477357,0.015158683297753378,0.0,mining/materials,129/971/1050/95/1118,0.8420775
706,Johnelle Hunt,5.026409951,-1.3509605,1.270264,0.114153326,-0.018893292968711676,-0.024618708459801065,0.0,Trucking,23,1.9373585
707,Jim Davis & family,5.026409951,-1.8112627,0.9366486,0.45991534,0.016711491436911977,-0.0165998181746398,0.0,New Balance,2690/105/2306,1.6678216
708,Timur Turlov,5.026409951,0.9239614,1.6345141,0.2343385,-0.004562309582747101,0.0029671184072884824,0.0,finance,2875,1.5244248
709,Rick Caruso,5.026409951,-1.1203303,0.44492885,-0.8637398,-0.011318569495827786,-0.021041350962685678,0.0,real estate,114/1111/1966,1.6829958
710,Jayshree Ullal,5.026409951,-0.8483298,1.651871,-0.8537788,-0.024835021546254905,-0.008498270968096208,0.0,Computer networking,81/266,1.8028152
711,Michael Herz,5.026409951,0.2638292,0.88579184,0.54026324,-0.01157903509511782,-0.012868719534565719,0.0,Coffee,3103/3102/1377/712,1.2995011
712,Wolfgang Herz,5.026409951,0.432219,0.7741425,0.6640647,-0.012962656251240904,0.011473776148480875,0.0,Coffee,3103/711/3102/1377,1.2995011
713,Trevor Rees-Jones,5.026409951,-0.7636319,0.51791114,0.047976427,-0.026530592156491336,0.011083082973303276,0.0,energy/oil and gas,134/71/624,1.2296851
714,Forrest Li,5.026409951,1.9818302,-0.46352753,-0.8924252,0.008499743228789639,0.020047065821238486,-0.0,e-commerce/retail,1191/1242/199,0.59320146
715,Michal Solowow,5.026409951,-0.019025669,0.68450785,0.745894,-0.014092984722617692,0.02497799782438287,0.0,investment/finance,3021/406/1142/1420/49/2553,1.5244248
716,Alexander Abramov,4.941216562,0.8717437,1.0352271,1.0351865,0.005134389235286924,0.029428548907328912,-0.0,mining/materials,1678/691/1505/150/362/79,0.8420775
717,Mario Verrocchi,4.941216562,0.2660869,-0.46164322,-0.3345731,0.01934803898780153,0.003778694920383066,-0.0,Pharmacies,2108/538/1176/1278,0.4724633
718,William Berkley & family,4.941216562,-1.0044823,0.8846832,-0.49828678,0.0,0.0,0.0,Insurance,,2.050591
719,Carl Douglas,4.941216562,0.014799118,0.9947294,0.22550154,-0.011322707366938927,-0.009083490685777273,0.0,investment/finance,2324/757,1.5244248
720,Zhang Wanzhen,4.941216562,1.8416524,0.51879513,-0.56163865,0.014916133880319095,0.021783272470441626,-0.0,Electronics components,1806/1307/1652/177/170/2787,1.7377203
721,Margot Birmingham Perot,4.941216562,-1.8077991,0.72567,-0.311284,0.0,0.0,0.0,real estate,,1.6829958
722,Hu Baifan,4.941216562,0.43054911,0.4915322,-0.5414588,-0.0231874676318306,-0.020408625922966328,0.0,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
723,Tomas Olivo Lopez,4.941216562,0.22438599,0.6750429,1.3388872,0.003521164755252005,0.01024019172136992,-0.0,Shopping centers,1087,1.2923958
724,Lai Meisong,4.856023173,0.68289757,0.8575429,-0.32224527,-0.01769716932366177,-0.013407919408457961,0.0,Package delivery,3307/1585/2451/2831/174,1.1398789
725,Leonardo Maria Del Vecchio,4.856023173,0.23472077,1.5209811,1.1855279,-0.00995831185027967,0.02264425097453452,0.0,Eyeglasses,759/765/761/762/766/763,2.025487
726,Eric Yuan & family,4.856023173,-0.4329288,0.4010964,-0.52305114,0.0032191727756026777,-0.030174461104250733,0.0,Zoom Video Communications,266/36/447/2485/1901,1.3982065
727,Don Vultaggio & family,4.856023173,-1.5394678,1.717239,-0.14940512,-0.009604415433729427,-0.020371909809273336,0.0,food/beverages,1079/313/2966/1349/789,0.431557
728,Michael Ashley,4.856023173,-0.22280142,1.117022,0.4033626,0.0,0.0,0.0,ai/software/retail/logistics/shipping/sports/entertainment,,1.2647958
729,Jiang Bin,4.856023173,0.96611977,0.8790111,-0.58076966,-0.01103234056590598,-0.0204977177413166,0.0,Acoustic components,1941/3141/177/499,0.67195463
730,Thomas Secunda,4.856023173,-0.3985207,0.3788082,0.27341974,0.008839600302750108,0.0358200970260692,-0.0,financial data/media,1062/2272/28/17,0.471399
731,John Henry,4.856023173,-1.102887,0.45353934,-0.12544794,0.012025021766404052,-0.014667073911518325,0.0,logistics/shipping/sports/entertainment,1068/2392/2391/2393/1529/1592,0.7081293
732,Heinrich Otto Deichmann,4.856023173,0.34434772,1.0873356,1.088101,0.0,0.0,0.0,ai/software/retail,,1.2647958
733,Carl Thoma,4.856023173,-1.9730431,0.77159786,0.52835655,0.01519566929170347,-0.021486329427311827,0.0,investment/finance,1655/1830/2300/303/336/335/1358/2874,1.5244248
734,Peter Beck,4.856023173,0.74170506,0.77785635,-0.5299047,0.00045874821234815813,0.019098423705069284,-0.0,Spacecrafts,199,1.7148037
735,Jean (Gigi) Pritzker,4.856023173,-1.3114996,0.5299773,-1.2674685,0.021328838756771034,-0.0025887916907814256,0.0,investment/finance,1355/1343/523/525,1.5244248
736,Zhu Yan & family,4.856023173,0.9722833,1.0094293,-0.26370215,-0.023888272634295406,0.000445977932604357,0.0,real estate,114/1111/1966,1.6829958
737,Justin Ishbia,4.856023173,-1.6760521,1.1281487,0.41273648,-0.025349189132124212,0.00647446387249969,0.0,investment/finance,1728/303/467/336/335,1.5244248
738,Sofia Högberg Schörling,4.856023173,0.39241284,0.7034374,0.618951,0.011754381611138487,0.02190796110074519,-0.0,investment/finance,976/1440/743/128,1.5244248
739,Lin Shu-hong,4.856023173,1.878577,0.4349112,-0.8783889,0.0031629716154182538,0.017960554187156582,-0.0,energy/oil and gas,2445/408/2582/3226,1.2296851
740,Gao Dekang & family,4.770829784,0.8851226,0.49316666,-0.47339237,0.0013873635676975706,0.020921715914496927,-0.0,luxury/fashion/retail,1374/3409/2112/219,0.9080228
741,Samuel Yin,4.770829784,0.5616853,0.49454796,-0.0704495,0.009523835127643604,-0.01820090110252376,0.0,ai/software/retail,440/1813/475,1.2647958
742,Bob Gaglardi & family,4.770829784,-1.2646725,1.1362544,-0.55875456,-0.006273275788984875,-0.013458610967657525,0.0,Hotels,3298/1411/3033/2982/3027,0.506061
743,Märta Schörling Andreen,4.770829784,0.36348867,0.9527282,0.18623817,-0.012031509781218004,0.021780545322759314,0.0,investment/finance,976/1440/738/128,1.5244248
744,Jorge Mas,4.770829784,-0.72087026,0.13641118,-0.14000647,0.00805855628323158,-0.017469856990586424,0.0,construction/materials,301/994,0.8420775
745,Xiao Yongming & family,4.770829784,0.719352,0.9598584,-0.85946906,-0.010805021877813157,0.015809606775567378,0.0,Fertilizer,1122/590/980,1.0924587
746,Andre Koo,4.770829784,0.5272823,0.26144698,-0.15761136,-0.010379735198445188,0.004955784011987177,0.0,finance,1763/2024,1.5244248
747,Abel Avellan,4.770829784,-1.6962229,0.44690573,0.1351245,0.0,0.0,0.0,telecom,,0.37299705
748,Tom Morris,4.770829784,-0.4792745,0.26288867,-0.46199638,0.0003454796707484794,-0.016827766596035378,0.0,ai/software/retail,741/872,1.2647958
749,Edward Stack & family,4.770829784,-1.3592856,0.96276927,0.102861986,0.004068232868461781,-0.0031432401712068497,0.0,Dick's Sporting Goods,3136,2.00895
750,Renuka Jagtiani,4.770829784,-0.55490136,0.34872273,-0.21772954,0.0,0.0,0.0,ai/software/retail,,1.2647958
751,Marianne Liebmann,4.770829784,-1.2847959,1.4602752,-0.35116258,-0.013986785219709462,0.013712278130459755,0.0,Cargill,671/344,0.439058
752,Austen Cargill II,4.770829784,-1.2826679,1.4243395,-0.45849666,-0.014526944573922701,0.016049273091811242,0.0,Cargill,751/671/344,0.439058
753,James Cargill II,4.770829784,-1.6312495,1.2208452,0.43690085,-0.0023178588210457656,-0.023756020479568735,0.0,Cargill,1586/671/1587/751/344/1588,0.439058
754,Margarita Louis-Dreyfus & family,4.770829784,0.59517586,1.2856388,1.248093,-0.0018258381719000643,-0.012879358719791602,0.0,Commodities,1520/1423,1.5540386
755,Maria Del Pino,4.770829784,-0.030519765,0.520097,0.44598818,0.011109279910753335,0.015922646850062398,-0.0,construction/materials,1674/1888/301,0.8420775
756,Archie Aldis Emmerson & family,4.770829784,-0.2874447,0.47184807,-0.1986962,0.0,0.0,0.0,Timberland/lumber mills,,0.42231834
757,Eric Douglas,4.770829784,0.26808077,0.67769235,0.70517576,0.01813940454765947,-0.014750679073017787,0.0,investment/finance,719/2324/135,1.5244248
758,Naguib Sawiris,4.770829784,0.64736664,0.28513715,1.0207512,0.023573432965182307,0.03151038432860441,-0.0,telecom,18/15/357/227/2799/1956,0.37299705
759,Claudio Del Vecchio,4.770829784,-0.34906846,1.7662779,0.8792262,-0.02221572097540316,-0.013207633349759279,0.0,Eyeglasses,765/725/766/761/764/763/762,2.025487
760,Zhu Baoguo & family,4.770829784,0.56186867,0.52931935,-0.34154186,-0.029063092304908344,-0.005985273238913737,0.0,healthcare/pharmaceuticals,1128/94/337/455/139,1.4115231
761,Marisa Del Vecchio,4.770829784,0.01899901,0.96933216,1.7624727,0.02232234909300216,0.010660338084473402,-0.0,Eyeglasses,759/765/766/764/763/762,2.025487
762,Rocco Basilico,4.770829784,-0.44889912,1.4407554,1.2917486,0.0,0.0,0.0,Eyeglasses,,2.025487
763,Paola Del Vecchio,4.770829784,1.6316847,0.89909375,-0.61546165,0.005792301509269681,0.024049518089368033,-0.0,Eyeglasses,759/765/766/761/764/762,2.025487
764,Nicoletta Zampillo,4.770829784,-0.18565622,1.1839017,1.5772562,0.02412163183564128,-0.005484246045802947,0.0,Eyeglasses,759/765/766/761/763/762,2.025487
765,Clemente Del Vecchio,4.770829784,-0.47371444,1.482469,1.3397967,-0.010677483083564077,-0.02231415317921187,0.0,Eyeglasses,759/766/761/764/763/762,2.025487
766,Luca Del Vecchio,4.770829784,-1.262236,1.5601945,-0.40511423,-0.006036767035686541,-0.0226652161182903,0.0,Eyeglasses,765/761/763/762/764,2.025487
767,Ali Ghodsi,4.685636395,-0.70409894,0.63092726,-1.0139042,0.018485010669239976,-0.001394327195745728,0.0,Data analytics,855/2006/2558/854,0.3701588
768,Shapoor Mistry,4.685636395,-0.71074283,0.3399812,-0.27323383,-0.0037166923739907548,-0.02224241052541149,0.0,Diversified,169/466/768,0.8902763
769,Peter Kellogg,4.685636395,-0.9625648,0.4082005,-0.00650461,-0.008454978476005931,-0.01733094993342274,0.0,investment/finance,1297/406/2410/2553,1.5244248
770,Romesh T. Wadhwani,4.685636395,-1.6055057,0.89307916,-0.640275,-0.013255444134299068,-0.017432151699290143,0.0,software/cloud,470/2847/1015/509/2851,1.5939332
771,Jerzy Starak,4.685636395,-0.72007394,0.40908533,-0.17157136,-0.0023617063166541563,-0.030799237174232757,0.0,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
772,Zhang Hongfu,4.685636395,-1.0322798,0.7562204,-0.17226204,-0.0011392218444580987,-0.012635892510431119,0.0,Bubble tea,773,2.030552
773,Zhang Hongchao,4.685636395,1.093614,0.5645549,-0.24755433,0.0011392218444580987,0.012635892510431119,-0.0,Bubble tea,772,2.030552
774,Chip Wilson,4.685636395,1.8974627,0.89815676,-0.97431576,-0.006811039855218392,0.01884744628272527,0.0,Lululemon,621/570/2335/2344,0.94824904
775,M.A. Yusuff Ali,4.685636395,0.52448857,0.19965108,0.3881147,0.008954945811767425,-0.016286947755995304,0.0,ai/software/retail,994/466/2561,1.2647958
776,Neal Blue & family,4.685636395,-1.3021202,1.0185403,-0.945108,-0.0007543137650115326,-0.01978228185212864,0.0,Defense,234/1242,0.52905345
777,Jeff Skoll,4.685636395,-1.6058495,0.39350292,0.10088149,0.01154353289107497,-0.031769849560367894,0.0,EBay,18/1024/255,1.5860705
778,Gordon Getty & family,4.685636395,-0.36956906,0.403565,-0.23294416,0.0,0.0,0.0,energy/oil and gas,,1.2296851
779,Peter Spuhler,4.685636395,-0.36036837,0.38721308,-0.3581829,0.00989436059456507,-0.011797222215703757,0.0,ai/software/automotive,1116/933,1.2647958
780,Jeffrey Cheah,4.685636395,2.0641937,-0.5064318,-0.033061475,0.0,0.0,0.0,real estate/healthcare,,2.0075605
781,Park Hyeon-joo,4.685636395,0.99435997,0.057425916,0.061359987,0.005689797462878914,0.000690743238077468,-0.0,mutual funds,2750,0.41504556
782,Cui Genliang,4.685636395,1.7734406,0.9898503,-0.6485851,0.0,0.0,0.0,electric components,,1.0599835
783,Michael Saylor,4.685636395,-1.5407859,0.27336034,-0.13025726,0.008482060748486267,-0.03292442137272433,0.0,cryptocurrency/fintech,1466/16/1903/1815/1465,0.86932945
784,Jeremy Jacobs Sr & family,4.600443006,-0.93759227,1.3871119,0.23521884,-0.025330244120671808,0.007953955172657259,0.0,food/beverages,204/140/373,0.431557
785,Jon Yarbrough,4.600443006,-0.85550207,0.550774,-0.28174827,0.0,0.0,0.0,gambling/entertainment,,1.8096282
786,Dinara Kulibayeva,4.600443006,0.6562996,0.4858499,0.37926668,0.0026855411282384486,0.01538752540061497,-0.0,finance,1274/787,1.5244248
787,Timur Kulibayev,4.600443006,0.49420676,0.7284999,0.068710916,-0.009579164190734233,0.012338058295898348,0.0,finance,786/1274,1.5244248
788,Gao Guangrong,4.600443006,1.870858,0.83557,0.22664246,0.0,0.0,0.0,Optical modules,,0.7464878
789,Russell Savage,4.600443006,-1.5379688,0.63461006,0.46648934,0.011444391219844387,-0.015843434106390508,0.0,energy/oil and gas,727/1079/1349/1426,1.2296851
790,Venu Srinivasan,4.600443006,1.9919764,1.0604525,-0.1523321,0.0,0.0,0.0,Two-wheelers,,1.508147
791,Bulat Utemuratov,4.600443006,-1.350541,0.55457604,0.11368093,-0.006223221030662657,-0.022048598983648526,0.0,finance/mining/materials,950/1020/210/1423,1.2005111
792,Lachhman Das Mittal,4.600443006,1.9433396,0.9782899,-0.2838387,-0.009896971866949128,0.02219849759814486,0.0,Tractors,3159/412/413/227,1.3445079
793,Stewart Resnick,4.600443006,-0.8445556,0.37827423,-0.691227,0.007504150268825512,-0.021235518214626017,0.0,Agriculture,923/3268/340/2388/794/2365,1.8773775
794,Lynda Resnick,4.600443006,-0.99869347,0.4121482,-0.35800236,0.005339511647108517,-0.021880336388438355,0.0,Agriculture,923/3268/340/2388/2365/793,1.8773775
795,Ruan Xueping,4.600443006,0.7170575,0.70221317,-0.3061825,-0.010454960344564435,-0.006787545091858562,0.0,Power strip,803,0.40184462
796,Zhang Jianzhong,4.600443006,1.415252,1.2658606,-0.8987936,-0.017698708475212387,-0.006554014358281887,0.0,semiconductors/hardware,2346/908/2427/2338/1809/2029,1.2610606
797,Matthias Reinhart,4.600443006,0.10369156,0.31918573,0.5054848,-0.006765494656571712,-0.015065110592377312,0.0,finance,746/1763/2024,1.5244248
798,Ivan Tavrin,4.600443006,0.16245985,1.7994751,1.0528511,-0.008182960918329155,0.02660770663469024,0.0,investment/finance,1655/1830/216/215/336/335,1.5244248
799,Torbjorn Tornqvist,4.600443006,0.28826523,0.4617939,0.81163657,0.010867802182961912,0.0014822853435698792,-0.0,energy/oil and gas,2492/3165/2887,1.2296851
800,Ian Livingstone,4.600443006,-0.9499971,1.1047083,-0.30965647,-0.01714415197632347,-0.00278595571009475,0.0,real estate,3048/3165/1154/801,1.6829958
801,Richard Livingstone,4.600443006,-1.2050724,0.78518915,-0.009389728,-0.002397540552131803,-0.01720276999517139,0.0,real estate,3048/800/3165/1154,1.6829958
802,Jiang Rensheng & family,4.515249617,1.0062162,0.37293023,0.03656864,0.01578409906182697,0.01856942186147346,-0.0,healthcare/pharmaceuticals,93/1410/1522,1.4115231
803,Ruan Liping,4.515249617,0.9950963,0.27394572,-0.3235246,0.01054881703609388,0.006848478515318172,-0.0,Power strips,795,0.55303144
804,George Economou,4.515249617,0.055308662,1.5763724,0.9269141,-0.03234706945792519,0.016013960132252054,0.0,logistics/shipping,43/59/48/44,0.7081293
805,Michel Leclercq & family,4.515249617,0.66689587,1.9970335,0.89328104,0.0,0.0,0.0,Sporting goods,,0.40532243
