ID,Name,NetWorth,x,y,z,industries,connections,hue color value
629,Wu Yajun,5537570285,1.139048,0.70670587,-0.49717063,real estate,940/1111/186,1.6829958
630,Carlos Alberto Sicupira & family,5537570285,-1.334012,-0.018700391,0.5394642,Beer,138/389/1475/531,1.2409092
631,Robert Rich Jr,5537570285,-1.7598288,1.3043813,-0.31120855,food/beverages,2812/1648,0.431557
632,Yan Junjie,5537570285,0.8318509,0.77192676,-0.6708104,ai/software,224/815/3037/2688,1.2647958
633,Marcos Galperin,5537570285,-1.6938756,0.8719145,-0.0018656403,e-commerce/retail,65/86/234,0.59320146
634,H. Ross Perot Jr,5537570285,-1.1742493,0.71279716,-0.39685595,real estate,1111/721,1.6829958
635,Peggy Cherng,5537570285,-0.56498337,0.7766855,-0.49255222,food/beverages,636/1609/1666,0.431557
636,Andrew Cherng,5537570285,-0.5108228,0.7801159,-0.60141945,food/beverages,,0.431557
637,John Brown,5537570285,-0.6984999,0.9063761,-0.083677955,healthcare/pharmaceuticals,902/582,1.4115231
638,Dietmar Hopp & family,5537570285,-0.22349282,1.1542368,1.6130106,software/cloud,251/2759/1323/3167,1.5939332
639,Peter Gilgan,5452376896,-0.6162859,0.43265045,0.16040626,Homebuilding,1963/2236/1653/1874/1870,0.89451563
640,Fatih Ozmen,5452376896,-0.56629884,0.46616966,-0.22887501,Aerospace,600/2120,1.9513885
641,Hsieh Wen-Ta,5452376896,1.3088307,0.34299254,-0.3150554,semiconductors/hardware,656/2575/50/6/1577/1559,1.2610606
642,Arnon Milchan,5452376896,-1.0125451,0.5078275,-0.20878269,Movie making,508/130,0.4100144
643,Renate Reimann-Haas,5452376896,0.44137883,1.7094926,1.0960805,Consumer goods,644/645/646,1.9271252
644,Matthias Reimann-Andersen,5452376896,0.7568081,1.3461195,1.4598889,Consumer goods,643/645/646,1.9271252
645,Stefan Reimann-Andersen,5452376896,0.41658846,1.3205713,1.5568672,Consumer goods,644/643/646,1.9271252
646,Wolfgang Reimann,5452376896,0.043964773,1.4455613,1.5037594,Consumer goods,644/643/645,1.9271252
647,Satyanarayan Nuwal,5452376896,1.8555809,0.5149093,0.27135223,social media,984/647,0.8246172
648,Christiane Schoeller,5452376896,0.15403363,1.2580279,0.70374686,Publishing,935/1011/2092/649,1.1871862
649,Stefan von Holtzbrinck,5452376896,-0.22308479,0.93777466,1.1349292,Publishing,935/571/648/1011/2092,1.1871862
650,Franz Viegener,5367183507,-0.16322485,0.805197,1.0670729,plumbing/HVAC,653,0.67602116
651,Thomas Kaeser,5367183507,0.18824482,1.5884943,0.91046333,ai/software,,1.2647958
652,Jack Dorsey,5367183507,-1.1322367,0.74053586,-1.2444248,social media,2161/1513/2378,0.8246172
653,Anna Viegener,5367183507,0.40476382,0.82438135,0.96419847,plumbing/HVAC,650,0.67602116
654,Stefano Pessina,5367183507,0.016245708,0.8773224,0.97596335,retail,359/125/2261/87,0.59320146
655,Liu Yonghao & family,5367183507,0.8875567,0.60630983,-0.49532878,Agribusiness,2823/407/1132/1693,0.9669446
656,Chen Weiliang,5367183507,-0.95990413,0.94074154,-0.22834557,semiconductors/hardware,,1.2610606
657,Clifford Asness,5367183507,-0.95097977,0.6536793,0.45212945,Money management,229/451,1.5577363
658,Liu Jincheng & family,5367183507,1.5971731,0.23982772,-1.107197,batteries/energy storage,656/103/2813/2049/53/206,0.76219267
659,Patrizio Vinciarelli,5367183507,-0.56480426,0.6587226,0.3872809,electronic components,2968/3321/1179/2042/2587,1.081062
660,Steve Lavin & family,5367183507,-1.1432989,1.7973204,-0.39365247,Meat processing,3007/3342/1221/3008,1.1193657
661,Robert Bass,5281990118,-0.8212366,0.43638176,0.07289217,investment/finance/energy/oil and gas,1432/1006,1.5244248
662,Richard Li,5281990118,1.3784637,0.28724766,-0.3010026,telecom,235/20/13/2689,0.37299705
663,Mark Meijer & family,5281990118,-1.4001873,0.9978803,-0.051869996,retail,293/2003/667/666/1380,0.59320146
664,James Chambers,5281990118,0.21854441,0.4911239,0.4087616,automotive/media/entertainment,367/374/668/665,0.471399
665,Margaretta Taylor,5281990118,-0.5429736,0.33793297,0.13847381,automotive/media/entertainment,367/664/374/668,0.471399
666,Hank Meijer & family,5281990118,-1.0663972,1.3591943,-0.100084715,retail,2003/667/1380/663,0.59320146
667,Doug Meijer & family,5281990118,-1.421437,0.9984681,-0.33884817,retail,2003/666/1380/663,0.59320146
668,Katharine Rayner,5281990118,-0.4862861,0.42359072,0.07317591,automotive/media/entertainment,367/664/374/665,0.471399
669,Huang Li,5281990118,0.8808307,0.79511815,-0.44450635,Imaging systems,,0.9159992
670,Donald Trump,5281990118,-1.290244,0.5500357,0.14981426,real estate,3368/1111/998,1.6829958
671,Gwendolyn Sontheim Meyer,5281990118,-1.4877987,1.3275937,0.082857445,Cargill,1586/1587/751/344/1588,0.439058
672,Ma Jianrong,5196796729,0.7055886,0.69217867,-0.98600316,social media/luxury/fashion/retail,,0.3671407
673,Rahul Bhatia,5196796729,0.16819312,0.8904209,0.7129357,Aviation,811,0.36850178
674,Andrew Currie,5196796729,-0.70930815,0.5769958,-0.16185951,Chemicals,123/153/1881/2735/1212,1.6866118
675,Marina Budiman,5196796729,1.1695427,0.10572493,-0.6415218,Data centers,285/1077/416/3088,1.5804305
676,Mitchell Morgan & family,5196796729,0.121380135,0.9914848,1.0212691,real estate,114/1111/1966/1266,1.6829958
677,Lutz Mario Helmig & family,5196796729,-0.10365617,1.5151355,1.4491557,healthcare,587,2.0075605
678,John Reece,5196796729,-0.8570991,0.40586674,-0.073657125,Chemicals,123/153/1881/2735/1212,1.6866118
679,Charles B. Johnson,5196796729,-1.4937615,0.66446865,0.46356475,Franklin Templeton,,1.5464416
680,Yasumitsu Shigeta,5196796729,0.7374074,1.8417633,-1.2315614,ai/software/retail,2235,1.2647958
681,Bill Haslam,5111603340,-0.84358764,1.2011069,0.5903462,energy/oil and gas,1363/1360/326/1362,1.2296851
682,Robert Hale Jr,5111603340,-0.9834063,0.61618143,0.35910073,telecom,15/1747/758/1956/227,0.37299705
683,John A. Sobrato & family,5111603340,-1.2042584,0.82846576,-0.21950316,real estate,114/1111/1966/1244,1.6829958
684,Mark Cuban,5111603340,-1.5881165,1.5057745,0.1497836,media/entertainment,1807,1.8096282
685,Richard Liu,5111603340,1.4511441,0.16308832,-1.3529968,e-commerce/retail,1404/1462/239,0.59320146
686,Benu Gopal Bangur,5111603340,1.5236362,0.7131482,0.4149179,construction/materials,308/94/2963,0.8420775
687,Matthew Prince,5111603340,-1.0441246,1.3334684,-0.960794,Cybersecurity,448/581/1924,1.5822897
688,Emanuele (Lino) Saputo & family,5111603340,-0.56794095,0.40530235,0.35045075,Cheese,104/405/404,0.5371146
689,Mikhail Lomtadze,5111603340,0.6900493,0.6280026,-0.028370917,Fintech,228/1770/478,1.8876406
690,Annette Lerner & family,5111603340,-1.1347424,0.7460582,0.44037127,real estate,114/1111/1966/1266,1.6829958
691,Arkady Volozh,5111603340,0.55329555,2.1385899,0.2807119,Search engine,716/1678/362/2163,1.9496596
692,Jeffrey Koo Jr,5111603340,1.0317259,0.29804108,-1.1204726,finance,498/414,1.5244248
693,Andrew Karam,5111603340,-1.528462,0.9730437,-0.9954608,Advertising technology,1471/158/1127/575/400,1.7455251
694,Cai Haoyu,5111603340,1.213018,1.4621255,-1.3045547,Mobile games,2994,1.2675356
695,William Goldring & family,5111603340,-0.65338784,0.41245773,-0.22903715,Liquor,1714/1625/1459/1174/1413,1.2380048
696,Xu Jinfu & family,5111603340,0.7646071,0.19535106,-0.4557114,Chemicals,1319/123/1881/2735/1212,1.6866118
697,Giuseppe De'Longhi & family,5111603340,0.40563828,0.6575002,0.7447636,Coffee makers,,1.6915107
698,Alain Merieux & family,5111603340,-0.16115141,0.57794476,0.5765096,healthcare/pharmaceuticals,1946/433/439/1947/438,1.4115231
699,Sky Xu,5111603340,1.4498495,0.31279117,-1.243645,e-commerce/retail,65/86/234/685/443,0.59320146
700,Shari Arison,5111603340,-0.42922154,0.34330115,0.25486848,Carnival Cruises,356,1.6760454
701,Jiang Weiping & family,5111603340,0.82067233,0.3264591,-0.17689274,Chemicals,1319/123/1881/2735/1212,1.6866118
702,Lin Lairong & family,5111603340,0.5849159,0.42701328,-0.19101073,mining/materials,,0.8420775
703,Alex Behring,5111603340,-0.8674556,0.4290752,0.2724921,investment/finance,630/138/389/1475,1.5244248
704,Zhang Yong,5026409951,-0.101064354,1.0180846,0.5795902,food/beverages,,0.431557
705,Vladimir Kim,5026409951,0.9822177,0.8357872,0.6067465,mining/materials,129/971/1050/95/1118,0.8420775
706,Johnelle Hunt,5026409951,-1.3509605,1.270264,0.114153326,Trucking,23,1.9373585
707,Jim Davis & family,5026409951,-1.8112627,0.9366486,0.45991534,New Balance,2690/105/2306,1.6678216
708,Timur Turlov,5026409951,0.9239614,1.6345141,0.2343385,finance,2875,1.5244248
709,Rick Caruso,5026409951,-1.1203303,0.44492885,-0.8637398,real estate,114/1111/1966,1.6829958
710,Jayshree Ullal,5026409951,-0.8483298,1.651871,-0.8537788,Computer networking,81/266,1.8028152
711,Michael Herz,5026409951,0.2638292,0.88579184,0.54026324,Coffee,3103/3102/1377/712,1.2995011
712,Wolfgang Herz,5026409951,0.432219,0.7741425,0.6640647,Coffee,3103/711/3102/1377,1.2995011
713,Trevor Rees-Jones,5026409951,-0.7636319,0.51791114,0.047976427,energy/oil and gas,134/71/624,1.2296851
714,Forrest Li,5026409951,1.9818302,-0.46352753,-0.8924252,e-commerce/retail,1191/1242/199,0.59320146
715,Michal Solowow,5026409951,-0.019025669,0.68450785,0.745894,investment/finance,3021/406/1142/1420/49/2553,1.5244248
716,Alexander Abramov,4941216562,0.8717437,1.0352271,1.0351865,mining/materials,1678/691/1505/150/362/79,0.8420775
717,Mario Verrocchi,4941216562,0.2660869,-0.46164322,-0.3345731,Pharmacies,2108/538/1176/1278,0.4724633
718,William Berkley & family,4941216562,-1.0044823,0.8846832,-0.49828678,Insurance,,2.050591
719,Carl Douglas,4941216562,0.014799118,0.9947294,0.22550154,investment/finance,2324/757,1.5244248
720,Zhang Wanzhen,4941216562,1.8416524,0.51879513,-0.56163865,Electronics components,1806/1307/1652/177/170/2787,1.7377203
721,Margot Birmingham Perot,4941216562,-1.8077991,0.72567,-0.311284,real estate,,1.6829958
722,Hu Baifan,4941216562,0.43054911,0.4915322,-0.5414588,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
723,Tomas Olivo Lopez,4941216562,0.22438599,0.6750429,1.3388872,Shopping centers,1087,1.2923958
724,Lai Meisong,4856023173,0.68289757,0.8575429,-0.32224527,Package delivery,3307/1585/2451/2831/174,1.1398789
725,Leonardo Maria Del Vecchio,4856023173,0.23472077,1.5209811,1.1855279,Eyeglasses,759/765/761/762/766/763,2.025487
726,Eric Yuan & family,4856023173,-0.4329288,0.4010964,-0.52305114,Zoom Video Communications,266/36/447/2485/1901,1.3982065
727,Don Vultaggio & family,4856023173,-1.5394678,1.717239,-0.14940512,food/beverages,1079/313/2966/1349/789,0.431557
728,Michael Ashley,4856023173,-0.22280142,1.117022,0.4033626,ai/software/retail/logistics/shipping/sports/entertainment,,1.2647958
729,Jiang Bin,4856023173,0.96611977,0.8790111,-0.58076966,Acoustic components,1941/3141/177/499,0.67195463
730,Thomas Secunda,4856023173,-0.3985207,0.3788082,0.27341974,financial data/media,1062/2272/28/17,0.471399
731,John Henry,4856023173,-1.102887,0.45353934,-0.12544794,logistics/shipping/sports/entertainment,1068/2392/2391/2393/1529/1592,0.7081293
732,Heinrich Otto Deichmann,4856023173,0.34434772,1.0873356,1.088101,ai/software/retail,,1.2647958
733,Carl Thoma,4856023173,-1.9730431,0.77159786,0.52835655,investment/finance,1655/1830/2300/303/336/335/1358/2874,1.5244248
734,Peter Beck,4856023173,0.74170506,0.77785635,-0.5299047,Spacecrafts,199,1.7148037
735,Jean (Gigi) Pritzker,4856023173,-1.3114996,0.5299773,-1.2674685,investment/finance,1355/1343/523/525,1.5244248
736,Zhu Yan & family,4856023173,0.9722833,1.0094293,-0.26370215,real estate,114/1111/1966,1.6829958
737,Justin Ishbia,4856023173,-1.6760521,1.1281487,0.41273648,investment/finance,1728/303/467/336/335,1.5244248
738,Sofia Högberg Schörling,4856023173,0.39241284,0.7034374,0.618951,investment/finance,976/1440/743/128,1.5244248
739,Lin Shu-hong,4856023173,1.878577,0.4349112,-0.8783889,energy/oil and gas,2445/408/2582/3226,1.2296851
740,Gao Dekang & family,4770829784,0.8851226,0.49316666,-0.47339237,luxury/fashion/retail,1374/3409/2112/219,0.9080228
741,Samuel Yin,4770829784,0.5616853,0.49454796,-0.0704495,ai/software/retail,440/1813/475,1.2647958
742,Bob Gaglardi & family,4770829784,-1.2646725,1.1362544,-0.55875456,Hotels,3298/1411/3033/2982/3027,0.506061
743,Märta Schörling Andreen,4770829784,0.36348867,0.9527282,0.18623817,investment/finance,976/1440/738/128,1.5244248
744,Jorge Mas,4770829784,-0.72087026,0.13641118,-0.14000647,construction/materials,301/994,0.8420775
745,Xiao Yongming & family,4770829784,0.719352,0.9598584,-0.85946906,Fertilizer,1122/590/980,1.0924587
746,Andre Koo,4770829784,0.5272823,0.26144698,-0.15761136,finance,1763/2024,1.5244248
747,Abel Avellan,4770829784,-1.6962229,0.44690573,0.1351245,telecom,,0.37299705
748,Tom Morris,4770829784,-0.4792745,0.26288867,-0.46199638,ai/software/retail,741/872,1.2647958
749,Edward Stack & family,4770829784,-1.3592856,0.96276927,0.102861986,Dick's Sporting Goods,3136,2.00895
750,Renuka Jagtiani,4770829784,-0.55490136,0.34872273,-0.21772954,ai/software/retail,,1.2647958
751,Marianne Liebmann,4770829784,-1.2847959,1.4602752,-0.35116258,Cargill,671/344,0.439058
752,Austen Cargill II,4770829784,-1.2826679,1.4243395,-0.45849666,Cargill,751/671/344,0.439058
753,James Cargill II,4770829784,-1.6312495,1.2208452,0.43690085,Cargill,1586/671/1587/751/344/1588,0.439058
754,Margarita Louis-Dreyfus & family,4770829784,0.59517586,1.2856388,1.248093,Commodities,1520/1423,1.5540386
755,Maria Del Pino,4770829784,-0.030519765,0.520097,0.44598818,construction/materials,1674/1888/301,0.8420775
756,Archie Aldis Emmerson & family,4770829784,-0.2874447,0.47184807,-0.1986962,Timberland/lumber mills,,0.42231834
757,Eric Douglas,4770829784,0.26808077,0.67769235,0.70517576,investment/finance,719/2324/135,1.5244248
758,Naguib Sawiris,4770829784,0.64736664,0.28513715,1.0207512,telecom,18/15/357/227/2799/1956,0.37299705
759,Claudio Del Vecchio,4770829784,-0.34906846,1.7662779,0.8792262,Eyeglasses,765/725/766/761/764/763/762,2.025487
760,Zhu Baoguo & family,4770829784,0.56186867,0.52931935,-0.34154186,healthcare/pharmaceuticals,1128/94/337/455/139,1.4115231
761,Marisa Del Vecchio,4770829784,0.01899901,0.96933216,1.7624727,Eyeglasses,759/765/766/764/763/762,2.025487
762,Rocco Basilico,4770829784,-0.44889912,1.4407554,1.2917486,Eyeglasses,,2.025487
763,Paola Del Vecchio,4770829784,1.6316847,0.89909375,-0.61546165,Eyeglasses,759/765/766/761/764/762,2.025487
764,Nicoletta Zampillo,4770829784,-0.18565622,1.1839017,1.5772562,Eyeglasses,759/765/766/761/763/762,2.025487
765,Clemente Del Vecchio,4770829784,-0.47371444,1.482469,1.3397967,Eyeglasses,759/766/761/764/763/762,2.025487
766,Luca Del Vecchio,4770829784,-1.262236,1.5601945,-0.40511423,Eyeglasses,765/761/763/762/764,2.025487
767,Ali Ghodsi,4685636395,-0.70409894,0.63092726,-1.0139042,Data analytics,855/2006/2558/854,0.3701588
768,Shapoor Mistry,4685636395,-0.71074283,0.3399812,-0.27323383,Diversified,169/466/768,0.8902763
769,Peter Kellogg,4685636395,-0.9625648,0.4082005,-0.00650461,investment/finance,1297/406/2410/2553,1.5244248
770,Romesh T. Wadhwani,4685636395,-1.6055057,0.89307916,-0.640275,software/cloud,470/2847/1015/509/2851,1.5939332
771,Jerzy Starak,4685636395,-0.72007394,0.40908533,-0.17157136,healthcare/pharmaceuticals,1128/94/337/455/253/139,1.4115231
772,Zhang Hongfu,4685636395,-1.0322798,0.7562204,-0.17226204,Bubble tea,773,2.030552
773,Zhang Hongchao,4685636395,1.093614,0.5645549,-0.24755433,Bubble tea,772,2.030552
774,Chip Wilson,4685636395,1.8974627,0.89815676,-0.97431576,Lululemon,621/570/2335/2344,0.94824904
775,M.A. Yusuff Ali,4685636395,0.52448857,0.19965108,0.3881147,ai/software/retail,994/466/2561,1.2647958
776,Neal Blue & family,4685636395,-1.3021202,1.0185403,-0.945108,Defense,234/1242,0.52905345
777,Jeff Skoll,4685636395,-1.6058495,0.39350292,0.10088149,EBay,18/1024/255,1.5860705
778,Gordon Getty & family,4685636395,-0.36956906,0.403565,-0.23294416,energy/oil and gas,,1.2296851
779,Peter Spuhler,4685636395,-0.36036837,0.38721308,-0.3581829,ai/software/automotive,1116/933,1.2647958
780,Jeffrey Cheah,4685636395,2.0641937,-0.5064318,-0.033061475,real estate/healthcare,,2.0075605
781,Park Hyeon-joo,4685636395,0.99435997,0.057425916,0.061359987,mutual funds,2750,0.41504556
782,Cui Genliang,4685636395,1.7734406,0.9898503,-0.6485851,electric components,,1.0599835
783,Michael Saylor,4685636395,-1.5407859,0.27336034,-0.13025726,cryptocurrency/fintech,1466/16/1903/1815/1465,0.86932945
784,Jeremy Jacobs Sr & family,4600443006,-0.93759227,1.3871119,0.23521884,food/beverages,204/140/373,0.431557
785,Jon Yarbrough,4600443006,-0.85550207,0.550774,-0.28174827,gambling/entertainment,,1.8096282
786,Dinara Kulibayeva,4600443006,0.6562996,0.4858499,0.37926668,finance,1274/787,1.5244248
787,Timur Kulibayev,4600443006,0.49420676,0.7284999,0.068710916,finance,786/1274,1.5244248
788,Gao Guangrong,4600443006,1.870858,0.83557,0.22664246,Optical modules,,0.7464878
789,Russell Savage,4600443006,-1.5379688,0.63461006,0.46648934,energy/oil and gas,727/1079/1349/1426,1.2296851
790,Venu Srinivasan,4600443006,1.9919764,1.0604525,-0.1523321,Two-wheelers,,1.508147
791,Bulat Utemuratov,4600443006,-1.350541,0.55457604,0.11368093,finance/mining/materials,950/1020/210/1423,1.2005111
792,Lachhman Das Mittal,4600443006,1.9433396,0.9782899,-0.2838387,Tractors,3159/412/413/227,1.3445079
793,Stewart Resnick,4600443006,-0.8445556,0.37827423,-0.691227,Agriculture,923/3268/340/2388/794/2365,1.8773775
794,Lynda Resnick,4600443006,-0.99869347,0.4121482,-0.35800236,Agriculture,923/3268/340/2388/2365/793,1.8773775
795,Ruan Xueping,4600443006,0.7170575,0.70221317,-0.3061825,Power strip,803,0.40184462
796,Zhang Jianzhong,4600443006,1.415252,1.2658606,-0.8987936,semiconductors/hardware,2346/908/2427/2338/1809/2029,1.2610606
797,Matthias Reinhart,4600443006,0.10369156,0.31918573,0.5054848,finance,746/1763/2024,1.5244248
798,Ivan Tavrin,4600443006,0.16245985,1.7994751,1.0528511,investment/finance,1655/1830/216/215/336/335,1.5244248
799,Torbjorn Tornqvist,4600443006,0.28826523,0.4617939,0.81163657,energy/oil and gas,2492/3165/2887,1.2296851
800,Ian Livingstone,4600443006,-0.9499971,1.1047083,-0.30965647,real estate,3048/3165/1154/801,1.6829958
801,Richard Livingstone,4600443006,-1.2050724,0.78518915,-0.009389728,real estate,3048/800/3165/1154,1.6829958
802,Jiang Rensheng & family,4515249617,1.0062162,0.37293023,0.03656864,healthcare/pharmaceuticals,93/1410/1522,1.4115231
803,Ruan Liping,4515249617,0.9950963,0.27394572,-0.3235246,Power strips,795,0.55303144
804,George Economou,4515249617,0.055308662,1.5763724,0.9269141,logistics/shipping,43/59/48/44,0.7081293
805,Michel Leclercq & family,4515249617,0.66689587,1.9970335,0.89328104,Sporting goods,,0.40532243
806,Walther Moreira Salles Junior,4515249617,-0.7311789,-0.23256442,0.4609751,finance,342/2190/807/383,1.5244248
807,Joao Moreira Salles,4515249617,-0.35757837,-0.5914075,0.6037542,finance,342/2190/383/806,1.5244248
808,Murat Ulker,4515249617,0.67663854,0.9402126,1.1912886,food/beverages,2976/2844/1839/1184,0.431557
809,Alejandro Bulgheroni,4515249617,-0.93851316,0.22273295,0.09708018,energy/oil and gas,134/323/71/245,1.2296851
810,Thomas Tull,4515249617,-1.2451346,0.6154763,-0.25552413,investment/finance/media/entertainment,3126/1125,1.5244248
811,Rakesh Gangwal,4515249617,-0.8300349,0.19326083,0.10471173,ai/software,2817/673,1.2647958
812,Qiu Jianping & family,4515249617,0.7002924,0.5000764,-0.91417444,Hand tools,2390/1711,1.6254342
813,Andy Mills,4515249617,-0.8986366,0.5926949,0.40634388,healthcare/pharmaceuticals,309/1158/1034/954,1.4115231
814,Arkady Rotenberg,4515249617,-0.52431446,0.42865798,0.051896166,finance/construction/materials,2883/2963,1.7278779
815,Liu Sheng,4515249617,1.8685513,0.6416768,-0.5238033,Optical communication,656/98/632/1672,1.8343809
816,Mangal Prabhat Lodha,4430056228,1.2134037,0.2505561,0.81596446,real estate,114/1111/1966,1.6829958
817,Gaye Farncombe,4430056228,-1.3309281,1.5739889,0.3947882,Thomson Reuters,596/598/298/597,0.48224723
818,Linda Campbell,4430056228,-1.5904257,1.2832116,0.5283674,Thomson Reuters,596/598/298/597,0.48224723
819,Gail Miller & family,4430056228,-0.5665705,1.050049,-0.72999346,Car dealerships,1544/1323/899,0.53390014
820,Josh Kushner,4430056228,-1.4277933,1.1034702,1.0258132,investment/finance,266/1185/3368/109/1242/3207,1.5244248
821,Andrei Kozitsyn,4430056228,1.0508903,1.2031645,-0.20909074,social media/advertising/ai/mining/materials,887/3188/3212/348/79/957,1.3075284
822,Scott Cook,4430056228,-1.6100868,0.6459189,-0.988905,software/cloud,67/5,1.5939332
823,Markus Blocher,4430056228,0.20544371,0.8220407,0.3926792,Chemicals,123/2810/1881/1531/1321/2811,1.6866118
824,Rajiv Bajaj,4430056228,0.8121506,0.10448958,0.09624174,Diversified,1150/825/1148,0.8902763
825,Sanjiv Bajaj,4430056228,0.7020298,0.07781513,0.5087837,Diversified,824,0.8902763
826,Shaul Shani,4430056228,0.27678707,0.7161781,0.9349298,telecom,15/1747/758/1956/227,0.37299705
827,Isaac Perlmutter,4430056228,-1.5760797,1.016467,0.06497207,Marvel comics,,1.7562548
828,George Lucas,4430056228,-0.5998494,0.48503706,-0.3397045,Star Wars,1261/549,0.5583144
829,Saban Cemil Kazanci,4430056228,0.021161318,1.3859036,1.2023206,energy/oil and gas,3182/1230/1097/172/2299/3278,1.2296851
830,Hortensia Herrero,4430056228,0.31404138,1.499019,0.9685267,retail,293/2003/1694/377/1380,0.59320146
831,Dan Kurzius,4430056228,-0.77312076,0.23771028,0.38653433,ai/software,930/109/822,1.2647958
832,Nicolas D'Ieteren,4430056228,-0.0039339215,0.38666874,0.58424026,Auto parts  distribution,,1.1333135
833,Nusli Wadia,4430056228,1.6974204,0.9661681,0.7542361,Consumer goods,1053/2049,1.9271252
834,Rupert Johnson Jr,4344862839,-1.1699231,0.9201515,-0.80208874,Franklin Templeton,679/1286,1.5464416
835,Cho Tak Wong,4344862839,0.51153934,0.45343733,-0.16314992,Auto parts,1600/2104/1058/599/320,0.8197709
836,Fernand Huts,4344862839,-1.4629811,1.6480339,-0.08745128,logistics/shipping,,0.7081293
837,Barry Diller,4344862839,-1.8478805,1.2635895,-0.20833734,media/entertainment,294/1807,1.8096282
838,Pyotr Aven,4344862839,0.35799265,0.81684995,-0.24266696,telecom/finance/energy/oil and gas,432/2788/314/176/3365,1.5244248
839,Anthony von Mandl,4344862839,-0.51198506,1.3955696,-0.46730727,food/beverages,2784/338/265/364,0.431557
840,Zarakh Iliev,4344862839,0.4189227,1.136092,0.7236612,real estate,841/114/1111/1966,1.6829958
841,God Nisanov,4344862839,0.595163,1.4193033,0.06261122,real estate,114/1111/1966/840,1.6829958
842,Eduardo Hochschild,4344862839,-0.6552214,-0.042359047,0.4051214,mining/materials,129/95/1118,0.8420775
843,Jamshyd Godrej,4344862839,1.7548406,0.948812,0.58856845,real estate,1100/1085/1844/844,1.6829958
844,Smita Crishna Godrej,4344862839,1.8868275,0.37438142,0.8301797,Consumer goods,1100/843/1085/1844,1.9271252
845,Lim Hariyanto Wijaya Sarwono,4344862839,1.518346,0.22818603,-0.0357503,energy/oil and gas/mining/materials,,1.2296851
846,Joseph Grendys,4344862839,-0.4967428,0.31323734,-0.012657778,Poultry processing,1296,0.7246539
847,Frank Wang,4344862839,-0.84079725,0.41827774,-0.19903448,Drones,2447/2738,1.1853616
848,Tim Sweeney,4344862839,-1.245622,1.2390217,0.45508328,Video games,295/1310/2973/2235,0.98756033
849,Cui Lixin,4344862839,1.7745897,1.1903677,-0.27733535,mining/materials,476/2399/347/2641/363,0.8420775
850,Wesley Batista,4344862839,-1.2728199,-0.20630327,0.8757056,Beef packing,851,1.4601789
851,Joesley Batista,4344862839,-1.0973686,-0.16070604,1.0904031,Beef processing,1690/850,0.3732608
852,Cho Jyh-jer,4344862839,0.807389,0.59531605,-0.93346655,semiconductors/hardware,50/6/454/316,1.2610606
853,Robert Faith,4259669450,-1.249771,0.6398196,0.16793647,real estate,47/1655/17/336/458,1.6829958
854,Matei Zaharia,4259669450,-0.7258256,0.7751162,-0.77308667,Data analytics,767/855,0.3701588
855,Ion Stoica,4259669450,-0.57083154,0.9350228,-0.78560644,Data analytics,767/854/199,0.3701588
856,Kamal Ghaffarian,4259669450,-1.372569,0.8185821,0.8215654,energy/oil and gas,2829,1.2296851
857,Miao Hangen,4259669450,0.817379,1.0852973,-0.28036058,social media/energy/oil and gas,2287,1.1103568
858,Ryan Cohen,4259669450,-0.8821305,0.49610347,0.0049566925,investment/finance,86/205/1956,1.5244248
859,Lorinc Meszaros,4259669450,-0.26028526,0.51133895,0.6396363,Diversified,36/20,0.8902763
860,Reinhold Schmieding,4259669450,-0.83815235,0.7498775,-0.0018762052,healthcare/pharmaceuticals,2128/341/903/329,1.4115231
861,Arturo Moreno,4259669450,-0.8759501,0.3469324,-0.23418358,Billboards/Los Angeles Angels,3/1,0.8832941
862,Chandru Raheja,4259669450,1.2705324,0.74319947,0.05739367,real estate,114/1111/1966/1401,1.6829958
863,Joy Alukkas,4259669450,1.0956914,0.40650105,1.0693008,Jewelry,1976,1.8532145
864,Stephen Feinberg,4259669450,-0.90014166,1.8105108,0.83987,investment/finance,1655/1830/2300/303/336/1358/335/2874,1.5244248
865,Martin Haefner,4259669450,-0.028534457,1.775265,0.8804333,software/cloud/investment/finance,2606/1273/1764/368,1.5939332
866,Xiao Hongxing,4259669450,1.0592259,0.47181264,-0.23095068,manufacturing,312/1890/920/533/2015/302,1.0055193
867,Mike Brown & family,4259669450,0.039766274,0.2798671,0.5240699,Cincinnati Bengals,,1.7278825
868,Bert Beveridge,4259669450,-0.9219928,0.9208853,0.20823757,Vodka,,1.2151523
869,Garrett Camp,4259669450,-1.6280217,1.1274323,-0.79037476,mobility/platform/logistics,774/1513/1970/2842/1207,1.0904658
870,Stephen Mandel Jr,4259669450,-0.52312964,0.9201586,0.52936935,hedge funds/finance,115/34/70/120,1.5244248
871,Shen Guojun,4259669450,0.6611543,0.2864324,-0.11266063,ai/software/retail,741/872,1.2647958
872,Takao Yasuda,4259669450,0.62524956,0.050042316,-0.28642556,ai/software/retail,741,1.2647958
873,Lee Yeow Chor,4174476061,1.4923252,-0.09261598,0.12074122,real estate/energy/oil and gas,2414/913/543,1.1103568
874,Peter Cancro,4174476061,-0.9489317,0.6783329,0.4357291,Jersey Mike's Subs,,1.6144013
875,Reed Hastings,4174476061,-0.3466378,0.3525341,-0.3148297,streaming/media/social media,13,0.471399
