source_id,target_id,source_name,target_name,source_mass,target_mass
0,4,Elon Musk,Larry Ellison,701.141591413,199.863690578
0,395,Elon Musk,Leo KoGuan,701.141591413,7.667405009
0,87,Elon Musk,Peter Thiel,701.141591413,24.109729085
0,1574,Elon Musk,Reid Hoffman,701.141591413,2.300221503
1,46,Larry Page,Eric Schmidt,268.018401772,35.866416766
1,2,Larry Page,Sergey Brin,268.018401772,247.146021469
2,46,Sergey Brin,Eric Schmidt,247.146021469,35.866416766
2,1,Sergey Brin,Larry Page,247.146021469,268.018401772
3,401,Jeff Bezos,David Shaw,232.237178395,7.497018231
3,266,Jeff Bezos,Douglas Leone,232.237178395,10.13801329
3,86,Jeff Bezos,Jack Ma,232.237178395,24.109729085
3,69,Jeff Bezos,MacKenzie Scott,232.237178395,28.199011757
4,1246,Larry Ellison,Phillip T. (Terry) Ragon,199.863690578,2.981768615
4,1451,Larry Ellison,Safra Catz,199.863690578,2.470608281
5,346,Mark Zuckerberg,Dustin Moskovitz,175.583574715,8.348952121
5,87,Mark Zuckerberg,Peter Thiel,175.583574715,24.109729085
5,1574,Mark Zuckerberg,Reid Hoffman,175.583574715,2.300221503
5,1783,Mark Zuckerberg,Sheryl Sandberg,175.583574715,2.044641336
6,3071,Jensen Huang,Colette Kress,162.208212643,1.022320668
6,3186,Jensen Huang,Maky Zanganeh,162.208212643,0.937127279
6,260,Jensen Huang,Mark Stevens,162.208212643,10.308400068
7,50,Michael Dell,Henry Samueli,158.885670472,33.992162208
7,1718,Michael Dell,Kenneth Hao,158.885670472,2.129834725
8,9,Rob Walton & family,Jim Walton & family,125.23428182,122.934060317
8,37,Rob Walton & family,Lukas Walton,125.23428182,42.000340774
8,121,Rob Walton & family,Stanley Kroenke,125.23428182,18.912932356
9,12,Jim Walton & family,Alice Walton,122.934060317,115.09626853
9,37,Jim Walton & family,Lukas Walton,122.934060317,42.000340774
9,8,Jim Walton & family,Rob Walton & family,122.934060317,125.23428182
9,121,Jim Walton & family,Stanley Kroenke,122.934060317,18.912932356
10,1406,Bernard Arnault & family,Alberto Palatchi,122.422899983,2.55580167
10,1873,Bernard Arnault & family,Christian Birkenstock,122.422899983,1.959447947
10,1717,Bernard Arnault & family,Nicola Bulgari,122.422899983,2.129834725
11,18,Warren Buffett,Bill Gates,121.656159482,87.493610496
12,108,Alice Walton,Christy Walton,115.09626853,20.872380303
12,9,Alice Walton,Jim Walton & family,115.09626853,122.934060317
12,37,Alice Walton,Lukas Walton,115.09626853,42.000340774
12,121,Alice Walton,Stanley Kroenke,115.09626853,18.912932356
13,18,Steve Ballmer,Bill Gates,111.177372636,87.493610496
13,521,Steve Ballmer,Charles Simonyi,111.177372636,6.304310785
13,1574,Steve Ballmer,Reid Hoffman,111.177372636,2.300221503
14,2855,Amancio Ortega,Antonio Percassi,110.666212302,1.107514057
14,268,Amancio Ortega,Sandra Ortega Mera,110.666212302,10.052819901
14,1211,Amancio Ortega,Sol Daurella,110.666212302,2.981768615
15,18,Carlos Slim Helu & family,Bill Gates,108.451184188,87.493610496
15,1243,Carlos Slim Helu & family,Fernando Chico Pardo,108.451184188,2.981768615
15,397,Carlos Slim Helu & family,Patrick Drahi,108.451184188,7.667405009
15,227,Carlos Slim Helu & family,Sunil Mittal,108.451184188,11.245527347
16,1466,Changpeng Zhao,Cameron Winklevoss,95.58698245,2.470608281
16,1903,Changpeng Zhao,Matthew Roszak,95.58698245,1.874254558
16,783,Changpeng Zhao,Michael Saylor,95.58698245,4.685636395
16,1815,Changpeng Zhao,Tim Draper,95.58698245,1.959447947
16,1465,Changpeng Zhao,Tyler Winklevoss,95.58698245,2.470608281
17,1062,Michael Bloomberg,Charles Zegar,93.201567558,3.492928949
17,730,Michael Bloomberg,Thomas Secunda,93.201567558,4.856023173
17,2272,Michael Bloomberg,Duncan MacMillan,93.201567558,1.533481002
18,521,Bill Gates,Charles Simonyi,87.493610496,6.304310785
18,13,Bill Gates,Steve Ballmer,87.493610496,111.177372636
18,11,Bill Gates,Warren Buffett,87.493610496,121.656159482
19,254,Thomas Peterffy,Charles Schwab,82.382007156,10.563980235
19,1016,Thomas Peterffy,Rodger Riney & family,82.382007156,3.578122338
20,36,Mukesh Ambani,Li Ka-shing,78.889078208,42.681887886
22,345,Giancarlo Devasini,Brian Armstrong,76.077696371,8.348952121
22,249,Giancarlo Devasini,Chris Larsen,76.077696371,10.734367013
22,54,Giancarlo Devasini,Jean-Louis van der Velde,76.077696371,32.373487817
22,783,Giancarlo Devasini,Michael Saylor,76.077696371,4.685636395
22,55,Giancarlo Devasini,Paolo Ardoino,76.077696371,32.373487817
22,107,Giancarlo Devasini,Stuart Hoegner,76.077696371,21.042767081
23,25,Julia Koch & family,Charles Koch & family,69.177031862,62.872721077
23,76,Julia Koch & family,Elaine Marshall & family,69.177031862,26.324757199
23,706,Julia Koch & family,Johnelle Hunt,69.177031862,5.026409951
23,2162,Julia Koch & family,William Koch,69.177031862,1.70386778
24,102,Gautam Adani,Vinod Adani,65.087749191,21.639120804
25,76,Charles Koch & family,Elaine Marshall & family,62.872721077,26.324757199
25,1185,Charles Koch & family,Hemant Taneja,62.872721077,3.066962004
25,23,Charles Koch & family,Julia Koch & family,62.872721077,69.177031862
25,2162,Charles Koch & family,William Koch,62.872721077,1.70386778
26,2501,Masayoshi Son,Vladimir Yevtushenkov,61.76520702,1.363094224
27,1341,Zhang Yiming,Cai Dongchen,59.039018572,2.726188448
27,1926,Zhang Yiming,Liang Rubo,59.039018572,1.874254558
28,167,Jeff Yass,Arthur Dantchik,57.420344181,14.39768274
28,1424,Jeff Yass,Joel Greenberg,57.420344181,2.55580167
28,730,Jeff Yass,Thomas Secunda,57.420344181,4.856023173
29,147,Robin Zeng,Pei Zhenhua,57.249957403,16.271937298
29,77,Robin Zeng,Huang Shilin,57.249957403,26.154370421
29,239,Robin Zeng,Li Ping,57.249957403,10.904753791
29,119,Robin Zeng,Yu Yong,57.249957403,19.850059635
31,168,Tadashi Yanai & family,Anders Holch Povlsen,54.438575567,14.312489351
31,1619,Tadashi Yanai & family,Tang Yiu,54.438575567,2.215028114
31,1229,Tadashi Yanai & family,Zhou Jianping,54.438575567,2.981768615
31,1342,Tadashi Yanai & family,Qiu Guanghe & family,54.438575567,2.726188448
32,129,Germán Larrea Mota Velasco & family,Andrew Forrest & family,54.353382178,17.8054183
32,95,Germán Larrea Mota Velasco & family,Gina Rinehart,54.353382178,22.065087749
32,1118,Germán Larrea Mota Velasco & family,Patrice Motsepe,54.353382178,3.322542171
33,741,Dieter Schwarz,Samuel Yin,52.053160675,4.770829784
33,872,Dieter Schwarz,Takao Yasuda,52.053160675,4.25966945
34,3139,Ken Griffin,Anne Dinning,43.022661441,1.022320668
34,115,Ken Griffin,David Tepper,43.022661441,20.190833191
34,70,Ken Griffin,Marilyn Simons & family,43.022661441,27.687851423
34,120,Ken Griffin,Steve Cohen,43.022661441,19.594479468
34,452,Ken Griffin,John Overdeck,43.022661441,6.815471119
35,129,Iris Fontbona & family,Andrew Forrest & family,42.681887886,17.8054183
35,95,Iris Fontbona & family,Gina Rinehart,42.681887886,22.065087749
35,1118,Iris Fontbona & family,Patrice Motsepe,42.681887886,3.322542171
36,266,Li Ka-shing,Douglas Leone,42.681887886,10.13801329
36,494,Li Ka-shing,Michael Kadoorie,42.681887886,6.559890952
36,2485,Li Ka-shing,Samuel Chen,42.681887886,1.363094224
36,1901,Li Ka-shing,Solina Chau,42.681887886,1.874254558
37,9,Lukas Walton,Jim Walton & family,42.000340774,122.934060317
37,8,Lukas Walton,Rob Walton & family,42.000340774,125.23428182
37,121,Lukas Walton,Stanley Kroenke,42.000340774,18.912932356
39,1391,Ma Huateng,Martin Lau,41.318793662,2.640995059
39,1242,Ma Huateng,Neil Shen,41.318793662,2.981768615
39,499,Ma Huateng,Wang Xing,41.318793662,6.474697563
39,206,Ma Huateng,Zhang Zhidong,41.318793662,12.353041404
41,42,Jacqueline Mars,John Mars,38.848185381,38.848185381
41,281,Jacqueline Mars,Marijke Mars,38.848185381,9.712046345
41,282,Jacqueline Mars,Pamela Mars,38.848185381,9.712046345
41,280,Jacqueline Mars,Valerie Mars,38.848185381,9.712046345
41,283,Jacqueline Mars,Victoria Mars,38.848185381,9.712046345
42,41,John Mars,Jacqueline Mars,38.848185381,38.848185381
42,281,John Mars,Marijke Mars,38.848185381,9.712046345
42,282,John Mars,Pamela Mars,38.848185381,9.712046345
42,280,John Mars,Valerie Mars,38.848185381,9.712046345
42,283,John Mars,Victoria Mars,38.848185381,9.712046345
43,59,Gianluigi Aponte,Idan Ofer,37.314704379,30.243653093
43,48,Gianluigi Aponte,Klaus-Michael Kuehne,37.314704379,34.503322542
43,1186,Gianluigi Aponte,Panagiotis Tsakos & family,37.314704379,3.066962004
43,44,Gianluigi Aponte,Rafaela Aponte-Diamant,37.314704379,37.314704379
43,562,Gianluigi Aponte,Yang Shaopeng,37.314704379,5.96353723
44,43,Rafaela Aponte-Diamant,Gianluigi Aponte,37.314704379,37.314704379
44,59,Rafaela Aponte-Diamant,Idan Ofer,37.314704379,30.243653093
44,48,Rafaela Aponte-Diamant,Klaus-Michael Kuehne,37.314704379,34.503322542
44,1186,Rafaela Aponte-Diamant,Panagiotis Tsakos & family,37.314704379,3.066962004
46,1,Eric Schmidt,Larry Page,35.866416766,268.018401772
46,2,Eric Schmidt,Sergey Brin,35.866416766,247.146021469
46,199,Eric Schmidt,Vinod Khosla,35.866416766,12.69381496
47,211,Abigail Johnson,Elizabeth Johnson,34.503322542,11.927074459
47,336,Abigail Johnson,Michael Kim,34.503322542,8.43414551
48,934,Klaus-Michael Kuehne,Julia Thiele-Schuerhoff & family,34.503322542,3.918895894
48,297,Klaus-Michael Kuehne,Nadia Thiele & family,34.503322542,9.371272789
48,44,Klaus-Michael Kuehne,Rafaela Aponte-Diamant,34.503322542,37.314704379
49,977,Stephen Schwarzman,Hamilton James & family,34.247742375,3.748509116
49,1392,Stephen Schwarzman,J. Tomilson Hill,34.247742375,2.640995059
49,1231,Stephen Schwarzman,Jim Breyer,34.247742375,2.981768615
49,436,Stephen Schwarzman,Jonathan Gray,34.247742375,6.985857897
50,7,Henry Samueli,Michael Dell,33.992162208,158.885670472
51,52,Alain Wertheimer,Gerard Wertheimer,33.566195263,33.566195263
53,1335,William Ding,Kwon Hyuk-bin,33.055034929,2.726188448
53,39,William Ding,Ma Huateng,33.055034929,41.318793662
53,1784,William Ding,Yoo Jung-hyun,33.055034929,2.044641336
53,206,William Ding,Zhang Zhidong,33.055034929,12.353041404
54,345,Jean-Louis van der Velde,Brian Armstrong,32.373487817,8.348952121
54,249,Jean-Louis van der Velde,Chris Larsen,32.373487817,10.734367013
54,22,Jean-Louis van der Velde,Giancarlo Devasini,32.373487817,76.077696371
54,783,Jean-Louis van der Velde,Michael Saylor,32.373487817,4.685636395
54,55,Jean-Louis van der Velde,Paolo Ardoino,32.373487817,32.373487817
54,107,Jean-Louis van der Velde,Stuart Hoegner,32.373487817,21.042767081
55,345,Paolo Ardoino,Brian Armstrong,32.373487817,8.348952121
55,249,Paolo Ardoino,Chris Larsen,32.373487817,10.734367013
55,22,Paolo Ardoino,Giancarlo Devasini,32.373487817,76.077696371
55,54,Paolo Ardoino,Jean-Louis van der Velde,32.373487817,32.373487817
55,783,Paolo Ardoino,Michael Saylor,32.373487817,4.685636395
55,107,Paolo Ardoino,Stuart Hoegner,32.373487817,21.042767081
56,1183,Savitri Jindal & family,Barry Zekelman,31.947520872,3.066962004
56,1038,Savitri Jindal & family,Fang Wei,31.947520872,3.492928949
56,80,Savitri Jindal & family,Lakshmi Mittal,31.947520872,25.302436531
56,1403,Savitri Jindal & family,Rufino Vigil Gonzalez,31.947520872,2.640995059
56,371,Savitri Jindal & family,Viktor Rashnikov,31.947520872,7.922985176
57,1438,Alexey Mordashov & family,Gerald Frere,31.436360538,2.55580167
57,2384,Alexey Mordashov & family,Juan Maria Riberas Mera,31.436360538,1.448287613
57,362,Alexey Mordashov & family,Roman Abramovich & family,31.436360538,7.922985176
57,1281,Alexey Mordashov & family,Segolene Gallienne,31.436360538,2.896575226
58,523,Miriam Adelson & family,Karen Pritzker,30.669620037,6.304310785
58,2364,Miriam Adelson & family,Lim Kok Thay,30.669620037,1.533481002
58,990,Miriam Adelson & family,Pansy Ho,30.669620037,3.663315727
59,62,Idan Ofer,Eyal Ofer,30.243653093,29.64729937
59,125,Idan Ofer,John Fredriksen,30.243653093,18.401772022
59,48,Idan Ofer,Klaus-Michael Kuehne,30.243653093,34.503322542
59,44,Idan Ofer,Rafaela Aponte-Diamant,30.243653093,37.314704379
60,3110,Pham Nhat Vuong,Hartati Murdaya,30.073266315,1.022320668
60,36,Pham Nhat Vuong,Li Ka-shing,30.073266315,42.681887886
60,20,Pham Nhat Vuong,Mukesh Ambani,30.073266315,78.889078208
60,1115,Pham Nhat Vuong,Pham Thu Huong,30.073266315,3.322542171
60,1547,Pham Nhat Vuong,Pham Thuy Hang,30.073266315,2.300221503
61,1513,Len Blavatnik,Jay-Z,29.64729937,2.385414892
61,199,Len Blavatnik,Vinod Khosla,29.64729937,12.69381496
62,1776,Eyal Ofer,Arne Alexander Wilhelmsen,29.64729937,2.044641336
62,1064,Eyal Ofer,David Wertheim,29.64729937,3.492928949
62,59,Eyal Ofer,Idan Ofer,29.64729937,30.243653093
62,525,Eyal Ofer,Thomas Pritzker,29.64729937,6.219117396
63,2360,He Xiangjian & family,Fang Hongbo,29.64729937,1.533481002
63,2967,He Xiangjian & family,Huang Jian,29.64729937,1.107514057
64,587,Thomas Frist Jr & family,Chen Bang,29.050945647,5.793150452
65,86,Colin Huang,Jack Ma,28.965752258,24.109729085
65,234,Colin Huang,Joseph Tsai,28.965752258,11.075140569
65,1242,Colin Huang,Neil Shen,28.965752258,2.981768615
65,443,Colin Huang,Tatyana Kim,28.965752258,6.900664508
66,50,Chen Tianshi,Henry Samueli,28.710172091,33.992162208
66,6,Chen Tianshi,Jensen Huang,28.710172091,162.208212643
66,454,Chen Tianshi,Kwak Dong Shin,28.710172091,6.815471119
66,1577,Chen Tianshi,Lisa Su,28.710172091,2.300221503
67,346,Eduardo Saverin,Dustin Moskovitz,28.369398535,8.348952121
67,1205,Eduardo Saverin,Jeff Rothschild,28.369398535,3.066962004
67,5,Eduardo Saverin,Mark Zuckerberg,28.369398535,175.583574715
67,1783,Eduardo Saverin,Sheryl Sandberg,28.369398535,2.044641336
68,284,Jay Y. Lee,Hong Ra-hee,28.284205146,9.626852956
68,261,Jay Y. Lee,Lee Boo-jin,28.284205146,10.308400068
68,269,Jay Y. Lee,Lee Seo-hyun,28.284205146,9.967626512
69,266,MacKenzie Scott,Douglas Leone,28.199011757,10.13801329
69,3,MacKenzie Scott,Jeff Bezos,28.199011757,232.237178395
69,109,MacKenzie Scott,John Doerr,28.199011757,20.787186914
69,260,MacKenzie Scott,Mark Stevens,28.199011757,10.308400068
70,3139,Marilyn Simons & family,Anne Dinning,27.687851423,1.022320668
70,115,Marilyn Simons & family,David Tepper,27.687851423,20.190833191
70,452,Marilyn Simons & family,John Overdeck,27.687851423,6.815471119
70,34,Marilyn Simons & family,Ken Griffin,27.687851423,43.022661441
70,120,Marilyn Simons & family,Steve Cohen,27.687851423,19.594479468
71,134,Lyndal Stephens Greth & family,Harold Hamm & family,27.602658034,17.123871188
71,244,Lyndal Stephens Greth & family,Michael Sabel,27.602658034,10.819560402
71,245,Lyndal Stephens Greth & family,Robert Pender,27.602658034,10.819560402
72,180,Aliko Dangote,Abdulsamad Rabiu,27.432271256,13.630942239
73,401,Robert Pera,David Shaw,27.006304311,7.497018231
73,1546,Robert Pera,Joseph Edelman,27.006304311,2.300221503
73,3026,Robert Pera,Nicholas Woodman,27.006304311,1.022320668
74,1706,Zheng Shuliang & family,Zeng Chaoyi,26.835917533,2.129834725
76,25,Elaine Marshall & family,Charles Koch & family,26.324757199,62.872721077
76,23,Elaine Marshall & family,Julia Koch & family,26.324757199,69.177031862
77,239,Huang Shilin,Li Ping,26.154370421,10.904753791
77,147,Huang Shilin,Pei Zhenhua,26.154370421,16.271937298
77,29,Huang Shilin,Robin Zeng,26.154370421,57.249957403
77,119,Huang Shilin,Yu Yong,26.154370421,19.850059635
78,1574,Melinda French Gates,Reid Hoffman,25.643210087,2.300221503
78,13,Melinda French Gates,Steve Ballmer,25.643210087,111.177372636
79,716,Vladimir Potanin,Alexander Abramov,25.302436531,4.941216562
79,1678,Vladimir Potanin,Alexander Frolov,25.302436531,2.129834725
79,821,Vladimir Potanin,Andrei Kozitsyn,25.302436531,4.430056228
79,877,Vladimir Potanin,Igor Altushkin,25.302436531,4.174476061
79,362,Vladimir Potanin,Roman Abramovich & family,25.302436531,7.922985176
79,957,Vladimir Potanin,Xiang Guangda,25.302436531,3.833702505
80,2254,Lakshmi Mittal,Jose Maria Aristrain,25.302436531,1.618674391
80,56,Lakshmi Mittal,Savitri Jindal & family,25.302436531,31.947520872
80,371,Lakshmi Mittal,Viktor Rashnikov,25.302436531,7.922985176
81,338,Andreas von Bechtolsheim & family,David Cheriton,25.302436531,8.43414551
81,710,Andreas von Bechtolsheim & family,Jayshree Ullal,25.302436531,5.026409951
81,1,Andreas von Bechtolsheim & family,Larry Page,25.302436531,268.018401772
81,2,Andreas von Bechtolsheim & family,Sergey Brin,25.302436531,247.146021469
82,2776,Vagit Alekperov,Vladimir Bogdanov,25.132049753,1.192707446
82,3239,Vagit Alekperov,Anton Fedun,25.132049753,0.937127279
82,310,Vagit Alekperov,Carrie Perrodo & family,25.132049753,9.115692622
82,3269,Vagit Alekperov,Ekaterina Fedun,25.132049753,0.937127279
82,327,Vagit Alekperov,Leonid Fedun,25.132049753,8.774919066
84,1406,Susanne Klatten,Alberto Palatchi,24.109729085,2.55580167
84,1482,Susanne Klatten,Harsh Goenka,24.109729085,2.470608281
84,88,Susanne Klatten,Stefan Quandt,24.109729085,24.109729085
84,2109,Susanne Klatten,Gregg Hymowitz,24.109729085,1.70386778
85,110,Leonid Mikhelson & family,Gennady Timchenko,24.109729085,20.616800136
85,2470,Leonid Mikhelson & family,Leonid Simanovsky,24.109729085,1.448287613
86,3,Jack Ma,Jeff Bezos,24.109729085,232.237178395
86,1385,Jack Ma,Jerry Yang,24.109729085,2.640995059
86,527,Jack Ma,Lu Weiding,24.109729085,6.219117396
87,0,Peter Thiel,Elon Musk,24.109729085,701.141591413
87,5,Peter Thiel,Mark Zuckerberg,24.109729085,175.583574715
87,1574,Peter Thiel,Reid Hoffman,24.109729085,2.300221503
88,1406,Stefan Quandt,Alberto Palatchi,24.109729085,2.55580167
88,84,Stefan Quandt,Susanne Klatten,24.109729085,24.109729085
88,2109,Stefan Quandt,Gregg Hymowitz,24.109729085,1.70386778
89,2336,John Tu,Charles Liang,23.172601806,1.533481002
89,90,John Tu,David Sun,23.172601806,23.172601806
90,2336,David Sun,Charles Liang,23.172601806,1.533481002
90,89,David Sun,John Tu,23.172601806,23.172601806
91,185,François Pinault & family,Johann Rupert & family,22.83182825,13.375362072
91,1070,François Pinault & family,Patrizio Bertelli,22.83182825,3.40773556
91,1073,François Pinault & family,Miuccia Prada,22.83182825,3.40773556
91,2265,François Pinault & family,Pantaleo Dell'Orco,22.83182825,1.533481002
92,1274,Vicky Safra & family,Michiel Le Roux,22.405861305,2.896575226
93,802,Cyrus Poonawalla,Jiang Rensheng & family,22.235474527,4.515249617
93,1410,Cyrus Poonawalla,Mahima Datla,22.235474527,2.55580167
93,824,Cyrus Poonawalla,Rajiv Bajaj,22.235474527,4.430056228
93,825,Cyrus Poonawalla,Sanjiv Bajaj,22.235474527,4.430056228
93,1148,Cyrus Poonawalla,Shekhar Bajaj,22.235474527,3.237348782
94,1128,Dilip Shanghvi,Dennis Bastas,22.150281138,3.237348782
94,466,Dilip Shanghvi,Rekha Jhunjhunwala,22.150281138,6.73027773
94,139,Dilip Shanghvi,Zhong Huijuan,22.150281138,16.612710854
95,129,Gina Rinehart,Andrew Forrest & family,22.065087749,17.8054183
95,971,Gina Rinehart,Angela Bennett,22.065087749,3.748509116
95,1050,Gina Rinehart,Clive Palmer,22.065087749,3.492928949
95,1118,Gina Rinehart,Patrice Motsepe,22.065087749,3.322542171
95,1334,Gina Rinehart,Robert Friedland,22.065087749,2.726188448
96,3139,Israel Englander,Anne Dinning,21.97989436,1.022320668
96,115,Israel Englander,David Tepper,21.97989436,20.190833191
96,452,Israel Englander,John Overdeck,21.97989436,6.815471119
96,34,Israel Englander,Ken Griffin,21.97989436,43.022661441
96,70,Israel Englander,Marilyn Simons & family,21.97989436,27.687851423
96,120,Israel Englander,Steve Cohen,21.97989436,19.594479468
97,2420,Suleiman Kerimov & family,Vladimir Leshchikov,21.894700971,1.448287613
98,815,Wang Weixiu & family,Liu Sheng,21.809507582,4.515249617
98,2246,Wang Weixiu & family,Song Fei,21.809507582,1.618674391
98,2595,Wang Weixiu & family,Wu Bo,21.809507582,1.277900835
98,1672,Wang Weixiu & family,Zhang Xinghai & family,21.809507582,2.129834725
100,1163,Shiv Nadar,N.R. Narayana Murthy,21.724314193,3.152155393
100,431,Shiv Nadar,Azim Premji,21.724314193,7.071051286
100,1680,Shiv Nadar,Nandan Nilekani,21.724314193,2.129834725
100,1492,Shiv Nadar,Senapathy Gopalakrishnan,21.724314193,2.470608281
101,50,Henry Nicholas III,Henry Samueli,21.724314193,33.992162208
101,6,Henry Nicholas III,Jensen Huang,21.724314193,162.208212643
101,1718,Henry Nicholas III,Kenneth Hao,21.724314193,2.129834725
101,7,Henry Nicholas III,Michael Dell,21.724314193,158.885670472
102,24,Vinod Adani,Gautam Adani,21.639120804,65.087749191
103,208,Lei Jun,Alisher Usmanov,21.468734026,12.182654626
103,2767,Lei Jun,David Xueling Li,21.468734026,1.192707446
103,1602,Lei Jun,Li Wanqiang,21.468734026,2.215028114
103,328,Lei Jun,Lin Bin,21.468734026,8.774919066
104,688,Emmanuel Besnier,Emanuele (Lino) Saputo & family,21.383540637,5.11160334
104,405,Emmanuel Besnier,Jean-Michel Besnier,21.383540637,7.497018231
104,404,Emmanuel Besnier,Marie Besnier Beauvalot,21.383540637,7.497018231
105,1078,Phil Knight & family,Jim Davis,21.383540637,3.40773556
105,2690,Phil Knight & family,Paul Fireman,21.383540637,1.277900835
105,1453,Phil Knight & family,Tim Cook,21.383540637,2.470608281
106,1260,Rick Cohen & family,Ankur Jain,21.12796047,2.896575226
106,2612,Rick Cohen & family,Chaitanya Desai,21.12796047,1.277900835
106,1358,Rick Cohen & family,William Chisholm,21.12796047,2.726188448
106,1068,Rick Cohen & family,David Blitzer,21.12796047,3.40773556
106,1871,Rick Cohen & family,Leonard Abess,21.12796047,1.959447947
107,345,Stuart Hoegner,Brian Armstrong,21.042767081,8.348952121
107,249,Stuart Hoegner,Chris Larsen,21.042767081,10.734367013
107,22,Stuart Hoegner,Giancarlo Devasini,21.042767081,76.077696371
107,54,Stuart Hoegner,Jean-Louis van der Velde,21.042767081,32.373487817
107,783,Stuart Hoegner,Michael Saylor,21.042767081,4.685636395
107,55,Stuart Hoegner,Paolo Ardoino,21.042767081,32.373487817
108,9,Christy Walton,Jim Walton & family,20.872380303,122.934060317
108,37,Christy Walton,Lukas Walton,20.872380303,42.000340774
108,8,Christy Walton,Rob Walton & family,20.872380303,125.23428182
108,121,Christy Walton,Stanley Kroenke,20.872380303,18.912932356
110,85,Gennady Timchenko,Leonid Mikhelson & family,20.616800136,24.109729085
110,2470,Gennady Timchenko,Leonid Simanovsky,20.616800136,1.448287613
110,900,Gennady Timchenko,Nikolai Buinov,20.616800136,4.089282672
111,143,Wang Chuanfu,Lu Xiangyang,20.446413358,16.357130687
111,942,Wang Chuanfu,Xia Zuoquan,20.446413358,3.833702505
113,1431,Dang Yanbao,Dewi Kam,20.361219969,2.55580167
113,175,Dang Yanbao,Low Tuck Kwong,20.361219969,13.971715795
114,209,Harry Triguboff,Joseph Lau,20.27602658,12.182654626
114,1111,Harry Triguboff,Kwek Leng Beng,20.27602658,3.322542171
114,136,Harry Triguboff,Kwong Siu-hing,20.27602658,17.123871188
114,1966,Harry Triguboff,Manuel Villar,20.27602658,1.789061169
114,186,Harry Triguboff,Peter Woo,20.27602658,13.204975294
115,3139,David Tepper,Anne Dinning,20.190833191,1.022320668
115,452,David Tepper,John Overdeck,20.190833191,6.815471119
115,34,David Tepper,Ken Griffin,20.190833191,43.022661441
115,120,David Tepper,Steve Cohen,20.190833191,19.594479468
115,70,David Tepper,Marilyn Simons & family,20.190833191,27.687851423
116,828,Rupert Murdoch & family,George Lucas,20.190833191,4.430056228
116,652,Rupert Murdoch & family,Jack Dorsey,20.190833191,5.367183507
116,205,Rupert Murdoch & family,Laurene Powell Jobs,20.190833191,12.523428182
116,1451,Rupert Murdoch & family,Safra Catz,20.190833191,2.470608281
116,1783,Rupert Murdoch & family,Sheryl Sandberg,20.190833191,2.044641336
117,1297,Daniel Gilbert,David Zalik,20.105639802,2.811381837
117,943,Daniel Gilbert,Jennifer Gilbert,20.105639802,3.833702505
117,2580,Daniel Gilbert,Magic Johnson,20.105639802,1.363094224
117,356,Daniel Gilbert,Micky Arison,20.105639802,8.178565343
118,277,Ernest Garcia II,Ernest Garcia III,19.850059635,9.797239734
118,2847,Ernest Garcia II,Mike Speiser,19.850059635,1.192707446
119,77,Yu Yong,Huang Shilin,19.850059635,26.154370421
119,239,Yu Yong,Li Ping,19.850059635,10.904753791
119,147,Yu Yong,Pei Zhenhua,19.850059635,16.271937298
119,29,Yu Yong,Robin Zeng,19.850059635,57.249957403
120,115,Steve Cohen,David Tepper,19.594479468,20.190833191
120,508,Steve Cohen,George Soros,19.594479468,6.389504174
120,34,Steve Cohen,Ken Griffin,19.594479468,43.022661441
120,70,Steve Cohen,Marilyn Simons & family,19.594479468,27.687851423
120,483,Steve Cohen,Stanley Druckenmiller,19.594479468,6.645084341
121,9,Stanley Kroenke,Jim Walton & family,18.912932356,122.934060317
121,37,Stanley Kroenke,Lukas Walton,18.912932356,42.000340774
121,140,Stanley Kroenke,Philip Anschutz,18.912932356,16.527517465
121,8,Stanley Kroenke,Rob Walton & family,18.912932356,125.23428182
122,1609,Todd Graves,Jack Cowin,18.742545578,2.215028114
122,635,Todd Graves,Peggy Cherng,18.742545578,5.537570285
122,2851,Todd Graves,Tope Awotona,18.742545578,1.192707446
122,3386,Todd Graves,Zach McLeroy,18.742545578,0.85193389
122,636,Todd Graves,Andrew Cherng,18.742545578,5.537570285
122,3029,Todd Graves,Tony Townley,18.742545578,1.022320668
123,586,Chen Jianhua,Fan Hongwei,18.486965411,5.793150452
123,1881,Chen Jianhua,Lee Dong-chae,18.486965411,1.874254558
123,2735,Chen Jianhua,Soegiarto Adikoesoemo,18.486965411,1.192707446
123,1212,Chen Jianhua,Vivek Jain,18.486965411,2.981768615
125,59,John Fredriksen,Idan Ofer,18.401772022,30.243653093
125,1186,John Fredriksen,Panagiotis Tsakos & family,18.401772022,3.066962004
125,87,John Fredriksen,Peter Thiel,18.401772022,24.109729085
125,44,John Fredriksen,Rafaela Aponte-Diamant,18.401772022,37.314704379
125,654,John Fredriksen,Stefano Pessina,18.401772022,5.367183507
126,39,Prince Alwaleed Bin Talal Alsaud,Ma Huateng,18.316578633,41.318793662
127,20,Kumar Birla,Mukesh Ambani,18.060998467,78.889078208
128,2248,Stefan Persson,Charlotte Soderstrom,18.060998467,1.618674391
128,2113,Stefan Persson,Karl-Johan Persson,18.060998467,1.70386778
128,1440,Stefan Persson,Lottie Tham & family,18.060998467,2.55580167
128,2224,Stefan Persson,Tom Persson,18.060998467,1.618674391
129,1775,Andrew Forrest & family,Brett Blundy,17.8054183,2.044641336
